episode,reward,length,success_rate,stage,time
113,0,0,0.0,1,4.73148775100708
114,0,0,0.0,1,4.773028612136841
115,0,0,0.0,1,4.829239845275879
116,0,0,0.0,1,4.849973678588867
117,0,0,0.0,1,4.904722690582275
118,0,0,0.0,1,4.90472936630249
119,0,0,0.0,1,4.9103310108184814
120,0,0,0.0,1,4.935129165649414
121,0,0,0.0,1,4.951109886169434
122,0,0,0.0,1,4.999758958816528
123,0,0,0.0,1,5.0302064418792725
124,0,0,0.0,1,5.035898685455322
125,0,0,0.0,1,5.0991809368133545
126,0,0,0.0,1,5.104907274246216
127,0,0,0.0,1,5.140990495681763
128,0,0,0.0,1,5.141002178192139
129,0,0,0.0,1,5.207680940628052
130,0,0,0.0,1,5.242412567138672
131,0,0,0.0,1,5.257436752319336
132,0,0,0.0,1,5.3064117431640625
133,0,0,0.0,1,5.3131208419799805
134,0,0,0.0,1,5.363358497619629
135,0,0,0.0,1,5.385560750961304
136,0,0,0.0,1,5.397801399230957
137,0,0,0.0,1,5.447328567504883
138,0,0,0.0,1,5.452801465988159
139,0,0,0.0,1,5.477341175079346
140,0,0,0.0,1,5.484933137893677
141,0,0,0.0,1,5.501960754394531
142,0,0,0.0,1,5.523653268814087
143,0,0,0.0,1,5.548646688461304
144,0,0,0.0,1,5.5537238121032715
145,0,0,0.0,1,5.607450008392334
146,0,0,0.0,1,5.6387622356414795
147,0,0,0.0,1,5.697461843490601
148,0,0,0.0,1,5.70328950881958
149,0,0,0.0,1,5.708860158920288
150,0,0,0.0,1,6.11197566986084
151,0,0,0.0,1,6.139419794082642
152,0,0,0.0,1,6.155371904373169
153,0,0,0.0,1,6.191795110702515
154,0,0,0.0,1,6.240813970565796
155,0,0,0.0,1,6.251429557800293
156,0,0,0.0,1,6.256816387176514
157,0,0,0.0,1,6.287841320037842
158,0,0,0.0,1,6.320554494857788
159,0,0,0.0,1,6.336979866027832
160,0,0,0.0,1,6.357742071151733
161,0,0,0.0,1,6.405805349349976
162,0,0,0.0,1,6.436383485794067
163,0,0,0.0,1,6.503598213195801
164,0,0,0.0,1,6.52037787437439
165,0,0,0.0,1,6.556142330169678
166,0,0,0.0,1,6.611920118331909
167,0,0,0.0,1,6.664703130722046
168,0,0,0.0,1,6.695135116577148
169,0,0,0.0,1,6.753316164016724
170,0,0,0.0,1,6.76392126083374
171,0,0,0.0,1,6.789400577545166
172,0,0,0.0,1,6.837130546569824
173,0,0,0.0,1,6.858167409896851
174,0,0,0.0,1,6.868633031845093
175,0,0,0.0,1,6.916103839874268
176,0,0,0.0,1,6.948666095733643
177,0,0,0.0,1,6.948672533035278
178,0,0,0.0,1,6.9692957401275635
179,0,0,0.0,1,7.051017761230469
180,0,0,0.0,1,7.0619049072265625
181,0,0,0.0,1,7.072143793106079
182,0,0,0.0,1,7.119564533233643
183,0,0,0.0,1,7.1249706745147705
184,0,0,0.0,1,7.189745187759399
185,0,0,0.0,1,7.233964443206787
186,0,0,0.0,1,7.233970403671265
187,0,0,0.0,1,7.259521007537842
188,0,0,0.0,1,7.264734506607056
189,0,0,0.0,1,7.28029727935791
190,0,0,0.0,1,7.37282133102417
191,0,0,0.0,1,7.3783557415008545
192,0,0,0.0,1,7.399681091308594
193,0,0,0.0,1,7.42168402671814
194,0,0,0.0,1,7.4581139087677
195,0,0,0.0,1,7.4740214347839355
196,0,0,0.0,1,7.506370306015015
197,0,0,0.0,1,7.554378986358643
198,0,0,0.0,1,7.580594539642334
199,0,0,0.0,1,7.580600738525391
200,0,0,0.0,1,8.044912576675415
201,0,0,0.0,1,8.077616214752197
202,0,0,0.0,1,8.087822914123535
203,0,0,0.0,1,8.11505913734436
204,0,0,0.0,1,8.136822938919067
205,0,0,0.0,1,8.146858930587769
206,0,0,0.0,1,8.177650928497314
207,0,0,0.0,1,8.183242082595825
208,0,0,0.0,1,8.210152626037598
209,0,0,0.0,1,8.215507984161377
210,0,0,0.0,1,8.28078293800354
211,0,0,0.0,1,8.291850566864014
212,0,0,0.0,1,8.307920455932617
213,0,0,0.0,1,8.345592260360718
214,0,0,0.0,1,8.3662428855896
215,0,0,0.0,1,8.411725282669067
216,0,0,0.0,1,8.448438167572021
217,0,0,0.0,1,8.454009056091309
218,0,0,0.0,1,8.454015016555786
219,0,0,0.0,1,8.495725393295288
220,0,0,0.0,1,8.537247657775879
221,0,0,0.0,1,8.552602529525757
222,0,0,0.0,1,8.573989868164062
223,0,0,0.0,1,8.589440822601318
224,0,0,0.0,1,8.594772577285767
225,0,0,0.0,1,8.629608392715454
226,0,0,0.0,1,8.68015718460083
227,0,0,0.0,1,8.71029019355774
228,0,0,0.0,1,8.726131200790405
229,0,0,0.0,1,8.782554149627686
230,0,0,0.0,1,8.8035147190094
231,0,0,0.0,1,8.828892469406128
232,0,0,0.0,1,8.85586166381836
233,0,0,0.0,1,8.89040470123291
234,0,0,0.0,1,8.906275987625122
235,0,0,0.0,1,8.926826000213623
236,0,0,0.0,1,8.962696075439453
237,0,0,0.0,1,9.00283169746399
238,0,0,0.0,1,9.014217376708984
239,0,0,0.0,1,9.059845209121704
240,0,0,0.0,1,9.06542444229126
241,0,0,0.0,1,9.071210384368896
242,0,0,0.0,1,9.10213327407837
243,0,0,0.0,1,9.112861633300781
244,0,0,0.0,1,9.128779172897339
245,0,0,0.0,1,9.18034052848816
246,0,0,0.0,1,9.186440467834473
247,0,0,0.0,1,9.23185110092163
248,0,0,0.0,1,9.28548264503479
249,0,0,0.0,1,9.339491605758667
250,0,0,0.0,1,9.730388879776001
251,0,0,0.0,1,9.75246262550354
252,0,0,0.0,1,9.80192232131958
253,0,0,0.0,1,9.813549757003784
254,0,0,0.0,1,9.844328165054321
255,0,0,0.0,1,9.905581951141357
256,0,0,0.0,1,9.916781663894653
257,0,0,0.0,1,9.91678762435913
258,0,0,0.0,1,9.964664697647095
259,0,0,0.0,1,10.002954721450806
260,0,0,0.0,1,10.022717237472534
261,0,0,0.0,1,10.069339036941528
262,0,0,0.0,1,10.075038194656372
263,0,0,0.0,1,10.105401515960693
264,0,0,0.0,1,10.162499189376831
265,0,0,0.0,1,10.242013216018677
266,0,0,0.0,1,10.252207040786743
267,0,0,0.0,1,10.2745521068573
268,0,0,0.0,1,10.274560928344727
269,0,0,0.0,1,10.325121879577637
270,0,0,0.0,1,10.355040550231934
271,0,0,0.0,1,10.371358633041382
272,0,0,0.0,1,10.37136435508728
273,0,0,0.0,1,10.425149917602539
274,0,0,0.0,1,10.466765403747559
275,0,0,0.0,1,10.478940963745117
276,0,0,0.0,1,10.505037546157837
277,0,0,0.0,1,10.54186224937439
278,0,0,0.0,1,10.547909498214722
279,0,0,0.0,1,10.5479154586792
280,0,0,0.0,1,10.603906154632568
281,0,0,0.0,1,10.609737634658813
282,0,0,0.0,1,10.615429162979126
283,0,0,0.0,1,10.65979814529419
284,0,0,0.0,1,10.66494870185852
285,0,0,0.0,1,10.68114185333252
286,0,0,0.0,1,10.72423505783081
287,0,0,0.0,1,10.724241971969604
288,0,0,0.0,1,10.762929439544678
289,0,0,0.0,1,10.793890714645386
290,0,0,0.0,1,10.816388607025146
291,0,0,0.0,1,10.83735203742981
292,0,0,0.0,1,10.892874717712402
293,0,0,0.0,1,10.921059846878052
294,0,0,0.0,1,10.936611413955688
295,0,0,0.0,1,10.961583375930786
296,0,0,0.0,1,10.966880798339844
297,0,0,0.0,1,10.99448537826538
298,0,0,0.0,1,11.010420083999634
299,0,0,0.0,1,11.065124273300171
300,0,0,0.0,1,11.552294969558716
301,0,0,0.0,1,11.586270570755005
302,0,0,0.0,1,11.597545623779297
303,0,0,0.0,1,11.61424732208252
304,0,0,0.0,1,11.642130613327026
305,0,0,0.0,1,11.66926622390747
306,0,0,0.0,1,11.740696430206299
307,0,0,0.0,1,11.760631322860718
308,0,0,0.0,1,11.777969121932983
309,0,0,0.0,1,11.813746690750122
310,0,0,0.0,1,11.824472904205322
311,0,0,0.0,1,11.82447862625122
312,0,0,0.0,1,11.872007608413696
313,0,0,0.0,1,11.903205156326294
314,0,0,0.0,1,11.939306020736694
315,0,0,0.0,1,11.949714660644531
316,0,0,0.0,1,11.949721097946167
317,0,0,0.0,1,11.981754302978516
318,0,0,0.0,1,12.002912044525146
319,0,0,0.0,1,12.013876676559448
320,0,0,0.0,1,12.049360513687134
321,0,0,0.0,1,12.060071229934692
322,0,0,0.0,1,12.090397119522095
323,0,0,0.0,1,12.151530027389526
324,0,0,0.0,1,12.17604374885559
325,0,0,0.0,1,12.18848443031311
326,0,0,0.0,1,12.210613489151001
327,0,0,0.0,1,12.236828088760376
328,0,0,0.0,1,12.252938747406006
329,0,0,0.0,1,12.30054783821106
330,0,0,0.0,1,12.326299905776978
331,0,0,0.0,1,12.341854095458984
332,0,0,0.0,1,12.378139972686768
333,0,0,0.0,1,12.38347339630127
334,0,0,0.0,1,12.48732614517212
335,0,0,0.0,1,12.526244163513184
336,0,0,0.0,1,12.536696672439575
337,0,0,0.0,1,12.596983194351196
338,0,0,0.0,1,12.607465267181396
339,0,0,0.0,1,12.650286674499512
340,0,0,0.0,1,12.660521268844604
341,0,0,0.0,1,12.66052794456482
342,0,0,0.0,1,12.692662715911865
343,0,0,0.0,1,12.698343992233276
344,0,0,0.0,1,12.698350191116333
345,0,0,0.0,1,12.750092267990112
346,0,0,0.0,1,12.755455732345581
347,0,0,0.0,1,12.803614139556885
348,0,0,0.0,1,12.82787036895752
349,0,0,0.0,1,12.867783546447754
350,0,0,0.0,1,13.277379751205444
351,0,0,0.0,1,13.299969673156738
352,0,0,0.0,1,13.387362241744995
353,0,0,0.0,1,13.399045467376709
354,0,0,0.0,1,13.404569387435913
355,0,0,0.0,1,13.432965278625488
356,0,0,0.0,1,13.476157665252686
357,0,0,0.0,1,13.519591093063354
358,0,0,0.0,1,13.540326118469238
359,0,0,0.0,1,13.561789274215698
360,0,0,0.0,1,13.586520910263062
361,0,0,0.0,1,13.596760988235474
362,0,0,0.0,1,13.630738258361816
363,0,0,0.0,1,13.656474351882935
364,0,0,0.0,1,13.661981105804443
365,0,0,0.0,1,13.727888822555542
366,0,0,0.0,1,13.772894620895386
367,0,0,0.0,1,13.78366208076477
368,0,0,0.0,1,13.794622659683228
369,0,0,0.0,1,13.862486600875854
370,0,0,0.0,1,13.910550117492676
371,0,0,0.0,1,13.931854009628296
372,0,0,0.0,1,13.948132991790771
373,0,0,0.0,1,13.97568964958191
374,0,0,0.0,1,13.975695371627808
375,0,0,0.0,1,14.006128311157227
376,0,0,0.0,1,14.089701175689697
377,0,0,0.0,1,14.12341022491455
378,0,0,0.0,1,14.134624481201172
379,0,0,0.0,1,14.189935684204102
380,0,0,0.0,1,14.221348524093628
381,0,0,0.0,1,14.227375507354736
382,0,0,0.0,1,14.26401948928833
383,0,0,0.0,1,14.302290201187134
384,0,0,0.0,1,14.318853855133057
385,0,0,0.0,1,14.351371765136719
386,0,0,0.0,1,14.361376285552979
387,0,0,0.0,1,14.40976357460022
388,0,0,0.0,1,14.44407844543457
389,0,0,0.0,1,14.455918788909912
390,0,0,0.0,1,14.490314722061157
391,0,0,0.0,1,14.510621070861816
392,0,0,0.0,1,14.534285545349121
393,0,0,0.0,1,15.582976341247559
394,0,0,0.0,1,15.588853597640991
395,0,0,0.0,1,15.613801002502441
396,0,0,0.0,1,15.634986639022827
397,0,0,0.0,1,15.67748737335205
398,0,0,0.0,1,15.677493572235107
399,0,0,0.0,1,15.71738314628601
400,0,0,0.0,1,16.151139974594116
401,0,0,0.0,1,16.2375910282135
402,0,0,0.0,1,16.248831748962402
403,0,0,0.0,1,16.254274129867554
404,0,0,0.0,1,16.30169105529785
405,0,0,0.0,1,16.30169701576233
406,0,0,0.0,1,16.371204376220703
407,0,0,0.0,1,16.42444920539856
408,0,0,0.0,1,16.440037727355957
409,0,0,0.0,1,16.48766016960144
410,0,0,0.0,1,16.493867874145508
411,0,0,0.0,1,16.504963636398315
412,0,0,0.0,1,16.555813312530518
413,0,0,0.0,1,16.598834991455078
414,0,0,0.0,1,16.604352951049805
415,0,0,0.0,1,16.63007426261902
416,0,0,0.0,1,16.673100233078003
417,0,0,0.0,1,16.678781509399414
418,0,0,0.0,1,16.67878770828247
419,0,0,0.0,1,16.728641271591187
420,0,0,0.0,1,16.733938455581665
421,0,0,0.0,1,16.760173559188843
422,0,0,0.0,1,16.777540922164917
423,0,0,0.0,1,16.80775737762451
424,0,0,0.0,1,16.87006640434265
425,0,0,0.0,1,16.87007236480713
426,0,0,0.0,1,16.911826610565186
427,0,0,0.0,1,16.96860957145691
428,0,0,0.0,1,16.984912157058716
429,0,0,0.0,1,16.984918117523193
430,0,0,0.0,1,17.025473833084106
431,0,0,0.0,1,17.079212427139282
432,0,0,0.0,1,17.095495223999023
433,0,0,0.0,1,17.106495141983032
434,0,0,0.0,1,17.163344383239746
435,0,0,0.0,1,17.163350343704224
436,0,0,0.0,1,17.175636291503906
437,0,0,0.0,1,17.22681498527527
438,0,0,0.0,1,17.252808332443237
439,0,0,0.0,1,17.306732416152954
440,0,0,0.0,1,17.336844444274902
441,0,0,0.0,1,17.378389358520508
442,0,0,0.0,1,17.395217418670654
443,0,0,0.0,1,17.41124701499939
444,0,0,0.0,1,17.452306985855103
445,0,0,0.0,1,17.457587718963623
446,0,0,0.0,1,17.49263834953308
447,0,0,0.0,1,17.534475803375244
448,0,0,0.0,1,17.56642436981201
449,0,0,0.0,1,17.572664976119995
450,0,0,0.0,1,18.011057376861572
451,0,0,0.0,1,18.05074954032898
452,0,0,0.0,1,18.056533098220825
453,0,0,0.0,1,18.056539058685303
454,0,0,0.0,1,18.086798191070557
455,0,0,0.0,1,18.135699033737183
456,0,0,0.0,1,18.167519569396973
457,0,0,0.0,1,18.177929162979126
458,0,0,0.0,1,18.21176052093506
459,0,0,0.0,1,18.211766958236694
460,0,0,0.0,1,18.22409176826477
461,0,0,0.0,1,18.305112838745117
462,0,0,0.0,1,18.317468643188477
463,0,0,0.0,1,18.33390712738037
464,0,0,0.0,1,18.374716997146606
465,0,0,0.0,1,18.374723196029663
466,0,0,0.0,1,18.380552768707275
467,0,0,0.0,1,18.427979230880737
468,0,0,0.0,1,18.4333233833313
469,0,0,0.0,1,18.468245029449463
470,0,0,0.0,1,18.47409701347351
471,0,0,0.0,1,18.52671504020691
472,0,0,0.0,1,18.538002967834473
473,0,0,0.0,1,18.566107988357544
474,0,0,0.0,1,18.587454319000244
475,0,0,0.0,1,18.614234685897827
476,0,0,0.0,1,18.63532280921936
477,0,0,0.0,1,18.745630979537964
478,0,0,0.0,1,18.76169776916504
479,0,0,0.0,1,18.873550176620483
480,0,0,0.0,1,18.8788902759552
481,0,0,0.0,1,18.88425636291504
482,0,0,0.0,1,18.92803192138672
483,0,0,0.0,1,18.96760368347168
484,0,0,0.0,1,18.98281192779541
485,0,0,0.0,1,19.01964831352234
486,0,0,0.0,1,19.06795907020569
487,0,0,0.0,1,19.07837700843811
488,0,0,0.0,1,19.120737075805664
489,0,0,0.0,1,19.126187801361084
490,0,0,0.0,1,19.158215284347534
491,0,0,0.0,1,19.16892647743225
492,0,0,0.0,1,19.20457887649536
