episode,reward,length,success_rate,stage,time
0,0,0,0.0,1,0.9568123817443848
1,0,0,0.0,1,0.9781336784362793
2,0,0,0.0,1,0.9844322204589844
3,0,0,0.0,1,1.0144524574279785
4,0,0,0.0,1,1.0344734191894531
5,0,0,0.0,1,1.075556993484497
6,0,0,0.0,1,1.1025078296661377
7,0,0,0.0,1,1.1183972358703613
8,0,0,0.0,1,1.1763014793395996
9,0,0,0.0,1,1.1763074398040771
10,0,0,0.0,1,1.2197680473327637
11,0,0,0.0,1,1.2595553398132324
12,0,0,0.0,1,1.383732557296753
13,0,0,0.0,1,1.462670087814331
14,0,0,0.0,1,1.6545891761779785
15,0,0,0.0,1,1.7012581825256348
16,0,0,0.0,1,1.7012646198272705
17,0,0,0.0,1,1.7487008571624756
18,0,0,0.0,1,1.76607084274292
19,0,0,0.0,1,1.8296270370483398
20,0,0,0.0,1,1.8408756256103516
21,0,0,0.0,1,1.8673529624938965
22,0,0,0.0,1,1.8988542556762695
23,0,0,0.0,1,1.9602882862091064
24,0,0,0.0,1,1.9825119972229004
25,0,0,0.0,1,2.004819869995117
26,0,0,0.0,1,2.0400142669677734
27,0,0,0.0,1,2.0501556396484375
28,0,0,0.0,1,2.0833003520965576
29,0,0,0.0,1,2.089412212371826
30,0,0,0.0,1,2.0951590538024902
31,0,0,0.0,1,2.131960391998291
32,0,0,0.0,1,2.1849026679992676
33,0,0,0.0,1,2.2069544792175293
34,0,0,0.0,1,2.22208833694458
35,0,0,0.0,1,2.2419896125793457
36,0,0,0.0,1,2.277815103530884
37,0,0,0.0,1,2.290601968765259
38,0,0,0.0,1,2.3110146522521973
39,0,0,0.0,1,2.3660404682159424
40,0,0,0.0,1,2.3714678287506104
41,0,0,0.0,1,2.429377555847168
42,0,0,0.0,1,2.4353089332580566
43,0,0,0.0,1,2.4541819095611572
44,0,0,0.0,1,2.496922731399536
45,0,0,0.0,1,2.502230405807495
46,0,0,0.0,1,2.568359613418579
47,0,0,0.0,1,2.5966577529907227
48,0,0,0.0,1,2.626931667327881
49,0,0,0.0,1,2.644179582595825
50,0,0,0.0,1,3.32047438621521
51,0,0,0.0,1,3.374260902404785
52,0,0,0.0,1,3.4825620651245117
53,0,0,0.0,1,3.527135133743286
54,0,0,0.0,1,3.5422704219818115
55,0,0,0.0,1,3.5582666397094727
56,0,0,0.0,1,3.5948216915130615
57,0,0,0.0,1,3.623378038406372
58,0,0,0.0,1,3.663788080215454
59,0,0,0.0,1,3.6946871280670166
60,0,0,0.0,1,3.713895320892334
61,0,0,0.0,1,3.7272298336029053
62,0,0,0.0,1,3.7431282997131348
63,0,0,0.0,1,3.8009378910064697
64,0,0,0.0,1,3.820099115371704
65,0,0,0.0,1,3.8617212772369385
66,0,0,0.0,1,3.8829896450042725
67,0,0,0.0,1,3.9042110443115234
68,0,0,0.0,1,3.9042165279388428
69,0,0,0.0,1,3.9209601879119873
70,0,0,0.0,1,3.952033519744873
71,0,0,0.0,1,3.9624500274658203
72,0,0,0.0,1,4.026489973068237
73,0,0,0.0,1,4.0322630405426025
74,0,0,0.0,1,4.042861223220825
75,0,0,0.0,1,4.064100027084351
76,0,0,0.0,1,4.11370062828064
77,0,0,0.0,1,4.130382776260376
78,0,0,0.0,1,4.140993118286133
79,0,0,0.0,1,4.1578826904296875
80,0,0,0.0,1,4.241830825805664
81,0,0,0.0,1,4.281467437744141
82,0,0,0.0,1,4.304736375808716
83,0,0,0.0,1,4.3735573291778564
84,0,0,0.0,1,4.388989686965942
85,0,0,0.0,1,4.437180519104004
86,0,0,0.0,1,4.447926044464111
87,0,0,0.0,1,4.484196901321411
88,0,0,0.0,1,4.4842023849487305
89,0,0,0.0,1,4.5044167041778564
90,0,0,0.0,1,4.521299123764038
91,0,0,0.0,1,4.527102470397949
92,0,0,0.0,1,4.5548481941223145
93,0,0,0.0,1,4.575927734375
